 CRIM ZN INDUS CHAS NOX RM AGE DIS RAD TAX PTRATIO B LSTAT MEDV 
 0.08221 22.00 5.86 0 0.4310 6.957 6.8 8.906 7 330.0 19.10 386.0 3.53 29.60
 0.36894 22.00 5.86 0 0.4310 8.259 8.4 8.906 7 330.0 19.10 396.9 3.54 42.80
 0.04819 80.00 3.64 0 0.3920 6.108 32.0 9.220 1 315.0 16.40 392.8 6.57 21.90
 0.03548 80.00 3.64 0 0.3920 5.876 19.1 9.220 1 315.0 16.40 395.1 9.25 20.90
 0.01538 90.00 3.75 0 0.3940 7.454 34.2 6.336 3 244.0 15.90 386.3 3.11 44.00
 0.61154 20.00 3.97 0 0.6470 8.704 86.9 1.801 5 264.0 13.00 389.7 5.12 50.00
 0.66351 20.00 3.97 0 0.6470 7.333 100.0 1.894 5 264.0 13.00 383.2 7.79 36.00
 0.65665 20.00 3.97 0 0.6470 6.842 100.0 2.010 5 264.0 13.00 391.9 6.90 30.10
 0.54011 20.00 3.97 0 0.6470 7.203 81.8 2.112 5 264.0 13.00 392.8 9.59 33.80
 0.53412 20.00 3.97 0 0.6470 7.520 89.4 2.139 5 264.0 13.00 388.3 7.26 43.10
 0.52014 20.00 3.97 0 0.6470 8.398 91.5 2.288 5 264.0 13.00 386.8 5.91 48.80
 0.82526 20.00 3.97 0 0.6470 7.327 94.5 2.078 5 264.0 13.00 393.4 11.25 31.00
 0.55007 20.00 3.97 0 0.6470 7.206 91.6 1.930 5 264.0 13.00 387.8 8.10 36.50
 0.76162 20.00 3.97 0 0.6470 5.560 62.8 1.986 5 264.0 13.00 392.4 10.45 22.80
 0.78570 20.00 3.97 0 0.6470 7.014 84.6 2.132 5 264.0 13.00 384.0 14.79 30.70
 0.57834 20.00 3.97 0 0.5750 8.297 67.0 2.421 5 264.0 13.00 384.5 7.44 50.00
 0.54050 20.00 3.97 0 0.5750 7.470 52.6 2.872 5 264.0 13.00 390.3 3.16 43.50
 0.09065 20.00 6.96 1 0.4640 5.920 61.5 3.917 3 223.0 18.60 391.3 13.65 20.70
 0.29916 20.00 6.96 0 0.4640 5.856 42.1 4.429 3 223.0 18.60 388.6 13.00 21.10
 0.16211 20.00 6.96 0 0.4640 6.240 16.3 4.429 3 223.0 18.60 396.9 6.59 25.20
 0.11460 20.00 6.96 0 0.4640 6.538 58.7 3.917 3 223.0 18.60 394.9 7.73 24.40
 0.22188 20.00 6.96 1 0.4640 7.691 51.8 4.366 3 223.0 18.60 390.7 6.58 35.20
 0.05644 40.00 6.41 1 0.4470 6.758 32.9 4.077 4 254.0 17.60 396.9 3.53 32.40
 0.09604 40.00 6.41 0 0.4470 6.854 42.8 4.267 4 254.0 17.60 396.9 2.98 32.00
 0.10469 40.00 6.41 1 0.4470 7.267 49.0 4.787 4 254.0 17.60 389.2 6.05 33.20
 0.06127 40.00 6.41 1 0.4470 6.826 27.6 4.862 4 254.0 17.60 393.4 4.16 33.10
 0.07978 40.00 6.41 0 0.4470 6.482 32.1 4.140 4 254.0 17.60 396.9 7.19 29.10
 0.21038 20.00 3.33 0 0.4429 6.812 32.2 4.100 5 216.0 14.90 396.9 4.85 35.10
 0.03578 20.00 3.33 0 0.4429 7.820 64.5 4.694 5 216.0 14.90 387.3 3.76 45.40
 0.03705 20.00 3.33 0 0.4429 6.968 37.2 5.244 5 216.0 14.90 392.2 4.59 35.40
 0.06129 20.00 3.33 1 0.4429 7.645 49.7 5.211 5 216.0 14.90 377.0 3.01 46.00
 0.01501 90.00 1.21 1 0.4010 7.923 24.8 5.885 1 198.0 13.60 395.5 3.16 50.00
 0.00906 90.00 2.97 0 0.4000 7.088 20.8 7.307 1 285.0 15.30 394.7 7.85 32.20
 0.01096 55.00 2.25 0 0.3890 6.453 31.9 7.307 1 300.0 15.30 394.7 8.23 22.00
 0.01965 80.00 1.76 0 0.3850 6.230 31.5 9.089 1 241.0 18.20 341.6 12.93 20.10
 0.03871 52.50 5.32 0 0.4050 6.209 31.3 7.317 6 293.0 16.60 396.9 7.14 23.20
 0.04590 52.50 5.32 0 0.4050 6.315 45.6 7.317 6 293.0 16.60 396.9 7.60 22.30
 0.04297 52.50 5.32 0 0.4050 6.565 22.9 7.317 6 293.0 16.60 371.7 9.51 24.80
 0.03502 80.00 4.95 0 0.4110 6.861 27.9 5.116 4 245.0 19.20 396.9 3.33 28.50
 0.07886 80.00 4.95 0 0.4110 7.148 27.7 5.116 4 245.0 19.20 396.9 3.56 37.30
 0.03615 80.00 4.95 0 0.4110 6.630 23.4 5.116 4 245.0 19.20 396.9 4.70 27.90
 0.08265 0.00 13.92 0 0.4370 6.127 18.4 5.502 4 289.0 16.00 396.9 8.58 23.90
 0.08199 0.00 13.92 0 0.4370 6.009 42.3 5.502 4 289.0 16.00 396.9 10.40 21.70
 0.12932 0.00 13.92 0 0.4370 6.678 31.1 5.960 4 289.0 16.00 396.9 6.27 28.60
 0.05372 0.00 13.92 0 0.4370 6.549 51.0 5.960 4 289.0 16.00 392.8 7.39 27.10
 0.14103 0.00 13.92 0 0.4370 5.790 58.0 6.320 4 289.0 16.00 396.9 15.84 20.30
 0.06466 70.00 2.24 0 0.4000 6.345 20.1 7.827 5 358.0 14.80 368.2 4.97 22.50
 0.05561 70.00 2.24 0 0.4000 7.041 10.0 7.827 5 358.0 14.80 371.5 4.74 29.00
 0.04417 70.00 2.24 0 0.4000 6.871 47.4 7.827 5 358.0 14.80 390.8 6.07 24.80
 0.03537 34.00 6.09 0 0.4330 6.590 40.4 5.491 7 329.0 16.10 395.7 9.50 22.00
 0.09266 34.00 6.09 0 0.4330 6.495 18.4 5.491 7 329.0 16.10 383.6 8.67 26.40
 0.10000 34.00 6.09 0 0.4330 6.982 17.7 5.491 7 329.0 16.10 390.4 4.86 33.10
 0.05515 33.00 2.18 0 0.4720 7.236 41.1 4.022 7 222.0 18.40 393.6 6.93 36.10
 0.05479 33.00 2.18 0 0.4720 6.616 58.1 3.370 7 222.0 18.40 393.3 8.93 28.40
 0.07503 33.00 2.18 0 0.4720 7.420 71.9 3.099 7 222.0 18.40 396.9 6.47 33.40
 0.04932 33.00 2.18 0 0.4720 6.849 70.3 3.182 7 222.0 18.40 396.9 7.53 28.20
 0.49298 0.00 9.90 0 0.5440 6.635 82.5 3.317 4 304.0 18.40 396.9 4.54 22.80
 0.34940 0.00 9.90 0 0.5440 5.972 76.7 3.102 4 304.0 18.40 396.2 9.97 20.30
 2.63548 0.00 9.90 0 0.5440 4.973 37.8 2.519 4 304.0 18.40 350.4 12.64 16.10
 0.79041 0.00 9.90 0 0.5440 6.122 52.8 2.640 4 304.0 18.40 396.9 5.98 22.10
 0.26169 0.00 9.90 0 0.5440 6.023 90.4 2.834 4 304.0 18.40 396.3 11.72 19.40
 0.26938 0.00 9.90 0 0.5440 6.266 82.8 3.262 4 304.0 18.40 393.3 7.90 21.60
 0.36920 0.00 9.90 0 0.5440 6.567 87.3 3.602 4 304.0 18.40 395.6 9.28 23.80
 0.25356 0.00 9.90 0 0.5440 5.705 77.7 3.945 4 304.0 18.40 396.4 11.50 16.20
 0.31827 0.00 9.90 0 0.5440 5.914 83.2 3.998 4 304.0 18.40 390.7 18.33 17.80
 0.24522 0.00 9.90 0 0.5440 5.782 71.7 4.031 4 304.0 18.40 396.9 15.94 19.80
 0.40202 0.00 9.90 0 0.5440 6.382 67.2 3.532 4 304.0 18.40 395.2 10.36 23.10
 0.47547 0.00 9.90 0 0.5440 6.113 58.8 4.001 4 304.0 18.40 396.2 12.73 21.00
 0.16760 0.00 7.38 0 0.4930 6.426 52.3 4.540 5 287.0 19.60 396.9 7.20 23.80
 0.18159 0.00 7.38 0 0.4930 6.376 54.3 4.540 5 287.0 19.60 396.9 6.87 23.10
 0.35114 0.00 7.38 0 0.4930 6.041 49.9 4.721 5 287.0 19.60 396.9 7.70 20.40
 0.28392 0.00 7.38 0 0.4930 5.708 74.3 4.721 5 287.0 19.60 391.1 11.74 18.50
 0.34109 0.00 7.38 0 0.4930 6.415 40.1 4.721 5 287.0 19.60 396.9 6.12 25.00
 0.19186 0.00 7.38 0 0.4930 6.431 14.7 5.415 5 287.0 19.60 393.6 5.08 24.60
 0.30347 0.00 7.38 0 0.4930 6.312 28.9 5.415 5 287.0 19.60 396.9 6.15 23.00
 0.24103 0.00 7.38 0 0.4930 6.083 43.7 5.415 5 287.0 19.60 396.9 12.79 22.20
 0.06617 0.00 3.24 0 0.4600 5.868 25.8 5.214 4 430.0 16.90 382.4 9.97 19.30
 0.06724 0.00 3.24 0 0.4600 6.333 17.2 5.214 4 430.0 16.90 375.2 7.34 22.60
 0.04544 0.00 3.24 0 0.4600 6.144 32.2 5.873 4 430.0 16.90 368.5 9.09 19.80
 0.05023 35.00 6.06 0 0.4379 5.706 28.4 6.640 1 304.0 16.90 394.0 12.43 17.10
 0.03466 35.00 6.06 0 0.4379 6.031 23.3 6.640 1 304.0 16.90 362.2 7.83 19.40
 0.05083 0.00 5.19 0 0.5150 6.316 38.1 6.458 5 224.0 20.20 389.7 5.68 22.20
 0.03738 0.00 5.19 0 0.5150 6.310 38.5 6.458 5 224.0 20.20 389.4 6.75 20.70
 0.03961 0.00 5.19 0 0.5150 6.037 34.5 5.985 5 224.0 20.20 396.9 8.01 21.10
 0.03427 0.00 5.19 0 0.5150 5.869 46.3 5.231 5 224.0 20.20 396.9 9.80 19.50
 0.03041 0.00 5.19 0 0.5150 5.895 59.6 5.615 5 224.0 20.20 394.8 10.56 18.50
 0.03306 0.00 5.19 0 0.5150 6.059 37.3 4.812 5 224.0 20.20 396.1 8.51 20.60
 0.05497 0.00 5.19 0 0.5150 5.985 45.4 4.812 5 224.0 20.20 396.9 9.74 19.00
 0.06151 0.00 5.19 0 0.5150 5.968 58.5 4.812 5 224.0 20.20 396.9 9.29 18.70
 0.01301 35.00 1.52 0 0.4420 7.241 49.3 7.037 1 284.0 15.50 394.7 5.49 32.70
 0.02498 0.00 1.89 0 0.5180 6.540 59.7 6.266 1 422.0 15.90 389.9 8.65 16.50
 0.02543 55.00 3.78 0 0.4840 6.696 56.4 5.732 5 370.0 17.60 396.9 7.18 23.90
 0.03049 55.00 3.78 0 0.4840 6.874 28.1 6.465 5 370.0 17.60 387.9 4.61 31.20
 0.03113 0.00 4.39 0 0.4420 6.014 48.5 8.013 3 352.0 18.80 385.6 10.53 17.50
 0.06162 0.00 4.39 0 0.4420 5.898 52.3 8.013 3 352.0 18.80 364.6 12.67 17.20
 0.01870 85.00 4.15 0 0.4290 6.516 27.7 8.535 4 351.0 17.90 392.4 6.36 23.10
 0.01501 80.00 2.01 0 0.4350 6.635 29.7 8.344 4 280.0 17.00 390.9 5.99 24.50
 0.02899 40.00 1.25 0 0.4290 6.939 34.5 8.792 1 335.0 19.70 389.8 5.89 26.60
 0.06211 40.00 1.25 0 0.4290 6.490 44.4 8.792 1 335.0 19.70 396.9 5.98 22.90
 0.07950 60.00 1.69 0 0.4110 6.579 35.9 10.710 4 411.0 18.30 370.7 5.49 24.10
 0.07244 60.00 1.69 0 0.4110 5.884 18.5 10.710 4 411.0 18.30 392.3 7.79 18.60
 0.01709 90.00 2.02 0 0.4100 6.728 36.1 12.126 5 187.0 17.00 384.4 4.50 30.10
 0.04301 80.00 1.91 0 0.4130 5.663 21.9 10.585 4 334.0 22.00 382.8 8.05 18.20
 0.10659 80.00 1.91 0 0.4130 5.936 19.5 10.585 4 334.0 22.00 376.0 5.57 20.60
 8.98296 0.00 18.10 1 0.7700 6.212 97.4 2.122 24 666.0 20.20 377.7 17.60 17.80
 3.84970 0.00 18.10 1 0.7700 6.395 91.0 2.505 24 666.0 20.20 391.3 13.27 21.70
 5.20177 0.00 18.10 1 0.7700 6.127 83.4 2.722 24 666.0 20.20 395.4 11.48 22.70
 4.26131 0.00 18.10 0 0.7700 6.112 81.3 2.509 24 666.0 20.20 390.7 12.67 22.60
 4.54192 0.00 18.10 0 0.7700 6.398 88.0 2.518 24 666.0 20.20 374.5 7.79 25.00
 3.83684 0.00 18.10 0 0.7700 6.251 91.1 2.295 24 666.0 20.20 350.6 14.19 19.90
 3.67822 0.00 18.10 0 0.7700 5.362 96.2 2.103 24 666.0 20.20 380.7 10.19 20.80
 4.22239 0.00 18.10 1 0.7700 5.803 89.0 1.904 24 666.0 20.20 353.0 14.64 16.80
 3.47428 0.00 18.10 1 0.7180 8.780 82.9 1.904 24 666.0 20.20 354.5 5.29 21.90
 4.55587 0.00 18.10 0 0.7180 3.561 87.9 1.613 24 666.0 20.20 354.7 7.12 27.50
 3.69695 0.00 18.10 0 0.7180 4.963 91.4 1.752 24 666.0 20.20 316.0 14.00 21.90
 13.52220 0.00 18.10 0 0.6310 3.863 100.0 1.510 24 666.0 20.20 131.4 13.33 23.10
 4.89822 0.00 18.10 0 0.6310 4.970 100.0 1.332 24 666.0 20.20 375.5 3.26 50.00
 5.66998 0.00 18.10 1 0.6310 6.683 96.8 1.356 24 666.0 20.20 375.3 3.73 50.00
 6.53876 0.00 18.10 1 0.6310 7.016 97.5 1.202 24 666.0 20.20 392.0 2.96 50.00
 9.23230 0.00 18.10 0 0.6310 6.216 100.0 1.169 24 666.0 20.20 366.1 9.53 50.00
 8.26725 0.00 18.10 1 0.6680 5.875 89.6 1.129 24 666.0 20.20 347.8 8.88 50.00
 11.10810 0.00 18.10 0 0.6680 4.906 100.0 1.174 24 666.0 20.20 396.9 34.77 13.80
 18.49820 0.00 18.10 0 0.6680 4.138 100.0 1.137 24 666.0 20.20 396.9 37.97 13.80
 19.60910 0.00 18.10 0 0.6710 7.313 97.9 1.316 24 666.0 20.20 396.9 13.44 15.00
 15.28800 0.00 18.10 0 0.6710 6.649 93.3 1.344 24 666.0 20.20 363.0 23.24 13.90
 9.82349 0.00 18.10 0 0.6710 6.794 98.8 1.358 24 666.0 20.20 396.9 21.24 13.30
 23.64820 0.00 18.10 0 0.6710 6.380 96.2 1.386 24 666.0 20.20 396.9 23.69 13.10
 17.86670 0.00 18.10 0 0.6710 6.223 100.0 1.386 24 666.0 20.20 393.7 21.78 10.20
 88.97620 0.00 18.10 0 0.6710 6.968 91.9 1.416 24 666.0 20.20 396.9 17.21 10.40
 15.87440 0.00 18.10 0 0.6710 6.545 99.1 1.519 24 666.0 20.20 396.9 21.08 10.90
 9.18702 0.00 18.10 0 0.7000 5.536 100.0 1.580 24 666.0 20.20 396.9 23.60 11.30
 7.99248 0.00 18.10 0 0.7000 5.520 100.0 1.533 24 666.0 20.20 396.9 24.56 12.30
 20.08490 0.00 18.10 0 0.7000 4.368 91.2 1.439 24 666.0 20.20 285.8 30.63 8.80
 16.81180 0.00 18.10 0 0.7000 5.277 98.1 1.426 24 666.0 20.20 396.9 30.81 7.20
 24.39380 0.00 18.10 0 0.7000 4.652 100.0 1.467 24 666.0 20.20 396.9 28.28 10.50
 22.59710 0.00 18.10 0 0.7000 5.000 89.5 1.518 24 666.0 20.20 396.9 31.99 7.40
 14.33370 0.00 18.10 0 0.7000 4.880 100.0 1.589 24 666.0 20.20 372.9 30.62 10.20
 8.15174 0.00 18.10 0 0.7000 5.390 98.9 1.728 24 666.0 20.20 396.9 20.85 11.50
 6.96215 0.00 18.10 0 0.7000 5.713 97.0 1.926 24 666.0 20.20 394.4 17.11 15.10
 5.29305 0.00 18.10 0 0.7000 6.051 82.5 2.167 24 666.0 20.20 378.3 18.76 23.20
 11.57790 0.00 18.10 0 0.7000 5.036 97.0 1.770 24 666.0 20.20 396.9 25.68 9.70
 8.64476 0.00 18.10 0 0.6930 6.193 92.6 1.791 24 666.0 20.20 396.9 15.17 13.80
 13.35980 0.00 18.10 0 0.6930 5.887 94.7 1.782 24 666.0 20.20 396.9 16.35 12.70
 8.71675 0.00 18.10 0 0.6930 6.471 98.8 1.725 24 666.0 20.20 391.9 17.12 13.10
 5.87205 0.00 18.10 0 0.6930 6.405 96.0 1.676 24 666.0 20.20 396.9 19.37 12.50
 7.67202 0.00 18.10 0 0.6930 5.747 98.9 1.633 24 666.0 20.20 393.1 19.92 8.50
 38.35180 0.00 18.10 0 0.6930 5.453 100.0 1.489 24 666.0 20.20 396.9 30.59 5.00
 9.91655 0.00 18.10 0 0.6930 5.852 77.8 1.500 24 666.0 20.20 338.1 29.97 6.30
 25.04610 0.00 18.10 0 0.6930 5.987 100.0 1.588 24 666.0 20.20 396.9 26.77 5.60
 14.23620 0.00 18.10 0 0.6930 6.343 100.0 1.574 24 666.0 20.20 396.9 20.32 7.20
 9.59571 0.00 18.10 0 0.6930 6.404 100.0 1.639 24 666.0 20.20 376.1 20.31 12.10
 24.80170 0.00 18.10 0 0.6930 5.349 96.0 1.702 24 666.0 20.20 396.9 19.77 8.30
 41.52920 0.00 18.10 0 0.6930 5.531 85.4 1.607 24 666.0 20.20 329.4 27.38 8.50
 67.92080 0.00 18.10 0 0.6930 5.683 100.0 1.425 24 666.0 20.20 384.9 22.98 5.00
 20.71620 0.00 18.10 0 0.6590 4.138 100.0 1.178 24 666.0 20.20 370.2 23.34 11.90
 11.95110 0.00 18.10 0 0.6590 5.608 100.0 1.285 24 666.0 20.20 332.0 12.13 27.90
 7.40389 0.00 18.10 0 0.5970 5.617 97.9 1.454 24 666.0 20.20 314.6 26.40 17.20
 14.43830 0.00 18.10 0 0.5970 6.852 100.0 1.465 24 666.0 20.20 179.3 19.78 27.50
 51.13580 0.00 18.10 0 0.5970 5.757 100.0 1.413 24 666.0 20.20 2.6 10.11 15.00
 14.05070 0.00 18.10 0 0.5970 6.657 100.0 1.527 24 666.0 20.20 35.0 21.22 17.20
 18.81100 0.00 18.10 0 0.5970 4.628 100.0 1.553 24 666.0 20.20 28.7 34.37 17.90
 28.65580 0.00 18.10 0 0.5970 5.155 100.0 1.589 24 666.0 20.20 210.9 20.08 16.30
 45.74610 0.00 18.10 0 0.6930 4.519 100.0 1.658 24 666.0 20.20 88.2 36.98 7.00
 18.08460 0.00 18.10 0 0.6790 6.434 100.0 1.834 24 666.0 20.20 27.2 29.05 7.20
 10.83420 0.00 18.10 0 0.6790 6.782 90.8 1.819 24 666.0 20.20 21.5 25.79 7.50
 25.94060 0.00 18.10 0 0.6790 5.304 89.1 1.647 24 666.0 20.20 127.3 26.64 10.40
 73.53410 0.00 18.10 0 0.6790 5.957 100.0 1.802 24 666.0 20.20 16.4 20.62 8.80
 11.81230 0.00 18.10 0 0.7180 6.824 76.5 1.794 24 666.0 20.20 48.4 22.74 8.40
 11.08740 0.00 18.10 0 0.7180 6.411 100.0 1.858 24 666.0 20.20 318.7 15.02 16.70
 7.02259 0.00 18.10 0 0.7180 6.006 95.3 1.874 24 666.0 20.20 319.9 15.70 14.20
 12.04820 0.00 18.10 0 0.6140 5.648 87.6 1.951 24 666.0 20.20 291.5 14.10 20.80
 7.05042 0.00 18.10 0 0.6140 6.103 85.1 2.021 24 666.0 20.20 2.5 23.29 13.40
 8.79212 0.00 18.10 0 0.5840 5.565 70.6 2.063 24 666.0 20.20 3.6 17.16 11.70
 15.86030 0.00 18.10 0 0.6790 5.896 95.4 1.909 24 666.0 20.20 7.6 24.39 8.30
 12.24720 0.00 18.10 0 0.5840 5.837 59.7 1.997 24 666.0 20.20 24.6 15.69 10.20
 37.66190 0.00 18.10 0 0.6790 6.202 78.7 1.862 24 666.0 20.20 18.8 14.52 10.90
 7.36711 0.00 18.10 0 0.6790 6.193 78.1 1.935 24 666.0 20.20 96.7 21.52 11.00
 9.33889 0.00 18.10 0 0.6790 6.380 95.6 1.968 24 666.0 20.20 60.7 24.08 9.50
 8.49213 0.00 18.10 0 0.5840 6.348 86.1 2.052 24 666.0 20.20 83.4 17.64 14.50
 10.06230 0.00 18.10 0 0.5840 6.833 94.3 2.088 24 666.0 20.20 81.3 19.69 14.10
 6.44405 0.00 18.10 0 0.5840 6.425 74.8 2.200 24 666.0 20.20 97.9 12.03 16.10
 5.58107 0.00 18.10 0 0.7130 6.436 87.9 2.315 24 666.0 20.20 100.1 16.22 14.30
 13.91340 0.00 18.10 0 0.7130 6.208 95.0 2.222 24 666.0 20.20 100.6 15.17 11.70
 11.16040 0.00 18.10 0 0.7400 6.629 94.6 2.124 24 666.0 20.20 109.8 23.27 13.40
 14.42080 0.00 18.10 0 0.7400 6.461 93.3 2.002 24 666.0 20.20 27.4 18.05 9.60
 15.17720 0.00 18.10 0 0.7400 6.152 100.0 1.914 24 666.0 20.20 9.3 26.45 8.70
 13.67810 0.00 18.10 0 0.7400 5.935 87.9 1.820 24 666.0 20.20 68.9 34.02 8.40
 9.39063 0.00 18.10 0 0.7400 5.627 93.9 1.817 24 666.0 20.20 396.9 22.88 12.80
 22.05110 0.00 18.10 0 0.7400 5.818 92.4 1.866 24 666.0 20.20 391.4 22.11 10.50
 9.72418 0.00 18.10 0 0.7400 6.406 97.2 2.065 24 666.0 20.20 385.9 19.52 17.10
 5.66637 0.00 18.10 0 0.7400 6.219 100.0 2.004 24 666.0 20.20 395.6 16.59 18.40
 9.96654 0.00 18.10 0 0.7400 6.485 100.0 1.978 24 666.0 20.20 386.7 18.85 15.40
 12.80230 0.00 18.10 0 0.7400 5.854 96.6 1.895 24 666.0 20.20 240.5 23.79 10.80
 10.67180 0.00 18.10 0 0.7400 6.459 94.8 1.987 24 666.0 20.20 43.0 23.98 11.80
 6.28807 0.00 18.10 0 0.7400 6.341 96.4 2.072 24 666.0 20.20 318.0 17.79 14.90
 9.92485 0.00 18.10 0 0.7400 6.251 96.6 2.198 24 666.0 20.20 388.5 16.44 12.60
 9.32909 0.00 18.10 0 0.7130 6.185 98.7 2.261 24 666.0 20.20 396.9 18.13 14.10
 7.52601 0.00 18.10 0 0.7130 6.417 98.3 2.185 24 666.0 20.20 304.2 19.31 13.00
 6.71772 0.00 18.10 0 0.7130 6.749 92.6 2.323 24 666.0 20.20 0.3 17.44 13.40
 5.44114 0.00 18.10 0 0.7130 6.655 98.2 2.355 24 666.0 20.20 355.2 17.73 15.20
 5.09017 0.00 18.10 0 0.7130 6.297 91.8 2.368 24 666.0 20.20 385.0 17.27 16.10
 8.24809 0.00 18.10 0 0.7130 7.393 99.3 2.452 24 666.0 20.20 375.8 16.74 17.80
 9.51363 0.00 18.10 0 0.7130 6.728 94.1 2.496 24 666.0 20.20 6.6 18.71 14.90
 4.75237 0.00 18.10 0 0.7130 6.525 86.5 2.435 24 666.0 20.20 50.9 18.13 14.10
 4.66883 0.00 18.10 0 0.7130 5.976 87.9 2.580 24 666.0 20.20 10.4 19.01 12.70
 8.20058 0.00 18.10 0 0.7130 5.936 80.3 2.779 24 666.0 20.20 3.5 16.94 13.50
 7.75223 0.00 18.10 0 0.7130 6.301 83.7 2.783 24 666.0 20.20 272.2 16.23 14.90
 6.80117 0.00 18.10 0 0.7130 6.081 84.4 2.717 24 666.0 20.20 396.9 14.70 20.00
 4.81213 0.00 18.10 0 0.7130 6.701 90.0 2.597 24 666.0 20.20 255.2 16.42 16.40
 3.69311 0.00 18.10 0 0.7130 6.376 88.4 2.567 24 666.0 20.20 391.4 14.65 17.70
 6.65492 0.00 18.10 0 0.7130 6.317 83.0 2.734 24 666.0 20.20 396.9 13.99 19.50
 5.82115 0.00 18.10 0 0.7130 6.513 89.9 2.801 24 666.0 20.20 393.8 10.29 20.20
 7.83932 0.00 18.10 0 0.6550 6.209 65.4 2.963 24 666.0 20.20 396.9 13.22 21.40
 3.16360 0.00 18.10 0 0.6550 5.759 48.2 3.066 24 666.0 20.20 334.4 14.13 19.90
 3.77498 0.00 18.10 0 0.6550 5.952 84.7 2.871 24 666.0 20.20 22.0 17.15 19.00
 4.42228 0.00 18.10 0 0.5840 6.003 94.5 2.540 24 666.0 20.20 331.2 21.32 19.10
 15.57570 0.00 18.10 0 0.5800 5.926 71.0 2.908 24 666.0 20.20 368.7 18.13 19.10
 13.07510 0.00 18.10 0 0.5800 5.713 56.7 2.823 24 666.0 20.20 396.9 14.76 20.10
 4.34879 0.00 18.10 0 0.5800 6.167 84.0 3.033 24 666.0 20.20 396.9 16.29 19.90
 4.03841 0.00 18.10 0 0.5320 6.229 90.7 3.099 24 666.0 20.20 395.3 12.87 19.60
 3.56868 0.00 18.10 0 0.5800 6.437 75.0 2.896 24 666.0 20.20 393.3 14.36 23.20
 4.64689 0.00 18.10 0 0.6140 6.980 67.6 2.532 24 666.0 20.20 374.6 11.66 29.80
 8.05579 0.00 18.10 0 0.5840 5.427 95.4 2.429 24 666.0 20.20 352.5 18.14 13.80
 6.39312 0.00 18.10 0 0.5840 6.162 97.4 2.206 24 666.0 20.20 302.7 24.10 13.30
 4.87141 0.00 18.10 0 0.6140 6.484 93.6 2.305 24 666.0 20.20 396.2 18.68 16.70
 15.02340 0.00 18.10 0 0.6140 5.304 97.3 2.100 24 666.0 20.20 349.4 24.91 12.00
 10.23300 0.00 18.10 0 0.6140 6.185 96.7 2.170 24 666.0 20.20 379.7 18.03 14.60
 14.33370 0.00 18.10 0 0.6140 6.229 88.0 1.951 24 666.0 20.20 383.3 13.11 21.40
 5.82401 0.00 18.10 0 0.5320 6.242 64.7 3.424 24 666.0 20.20 396.9 10.74 23.00
 5.70818 0.00 18.10 0 0.5320 6.750 74.9 3.331 24 666.0 20.20 393.0 7.74 23.70
 5.73116 0.00 18.10 0 0.5320 7.061 77.0 3.410 24 666.0 20.20 395.2 7.01 25.00
 2.81838 0.00 18.10 0 0.5320 5.762 40.3 4.098 24 666.0 20.20 392.9 10.42 21.80
 2.37857 0.00 18.10 0 0.5830 5.871 41.9 3.724 24 666.0 20.20 370.7 13.34 20.60
 3.67367 0.00 18.10 0 0.5830 6.312 51.9 3.991 24 666.0 20.20 388.6 10.58 21.20
 5.69175 0.00 18.10 0 0.5830 6.114 79.8 3.545 24 666.0 20.20 392.6 14.98 19.10
 4.83567 0.00 18.10 0 0.5830 5.905 53.2 3.152 24 666.0 20.20 388.2 11.45 20.60
 0.15086 0.00 27.74 0 0.6090 5.454 92.7 1.820 4 711.0 20.10 395.0 18.06 15.20
 0.18337 0.00 27.74 0 0.6090 5.414 98.3 1.755 4 711.0 20.10 344.0 23.97 7.00
 0.20746 0.00 27.74 0 0.6090 5.093 98.0 1.822 4 711.0 20.10 318.4 29.68 8.10
 0.10574 0.00 27.74 0 0.6090 5.983 98.8 1.868 4 711.0 20.10 390.1 18.07 13.60
 0.11132 0.00 27.74 0 0.6090 5.983 83.5 2.109 4 711.0 20.10 396.9 13.35 20.10
 0.17331 0.00 9.69 0 0.5850 5.707 54.0 2.381 6 391.0 19.20 396.9 12.01 21.80
 0.27957 0.00 9.69 0 0.5850 5.926 42.6 2.381 6 391.0 19.20 396.9 13.59 24.50
 0.17899 0.00 9.69 0 0.5850 5.670 28.8 2.798 6 391.0 19.20 393.2 17.60 23.10
 0.28960 0.00 9.69 0 0.5850 5.390 72.9 2.798 6 391.0 19.20 396.9 21.14 19.70
 0.26838 0.00 9.69 0 0.5850 5.794 70.6 2.892 6 391.0 19.20 396.9 14.10 18.30
 0.23912 0.00 9.69 0 0.5850 6.019 65.3 2.409 6 391.0 19.20 396.9 12.92 21.20
 0.17783 0.00 9.69 0 0.5850 5.569 73.5 2.399 6 391.0 19.20 395.7 15.10 17.50
 0.22438 0.00 9.69 0 0.5850 6.027 79.7 2.498 6 391.0 19.20 396.9 14.33 16.80
 0.06263 0.00 11.93 0 0.5730 6.593 69.1 2.478 1 273.0 21.00 391.9 9.67 22.40
 0.04527 0.00 11.93 0 0.5730 6.120 76.7 2.287 1 273.0 21.00 396.9 9.08 20.60
 0.06076 0.00 11.93 0 0.5730 6.976 91.0 2.167 1 273.0 21.00 396.9 5.64 23.90
 0.10959 0.00 11.93 0 0.5730 6.794 89.3 2.388 1 273.0 21.00 393.4 6.48 22.00
